"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"33545","28.26578","-82.28832","Wesley Chapel","FL","Florida","TRUE","","30222","438.9","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
"33547","27.77239","-82.13665","Lithia","FL","Florida","TRUE","","31431","75.6","12057","Hillsborough","{""12057"": 97.54, ""12105"": 2.46}","Hillsborough|Polk","12057|12105","FALSE","FALSE","America/New_York"
"33548","28.13788","-82.48184","Lutz","FL","Florida","TRUE","","8967","454.6","12057","Hillsborough","{""12057"": 96.46, ""12101"": 3.54}","Hillsborough|Pasco","12057|12101","FALSE","FALSE","America/New_York"
"33549","28.1392","-82.44624","Lutz","FL","Florida","TRUE","","18178","575.5","12057","Hillsborough","{""12057"": 81.78, ""12101"": 18.22}","Hillsborough|Pasco","12057|12101","FALSE","FALSE","America/New_York"
"33550","27.97956","-82.30698","Mango","FL","Florida","TRUE","","0","0.0","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33556","28.17029","-82.59264","Odessa","FL","Florida","TRUE","","35755","228.9","12057","Hillsborough","{""12057"": 55.85, ""12101"": 44.15}","Hillsborough|Pasco","12057|12101","FALSE","FALSE","America/New_York"
"33558","28.15871","-82.51597","Lutz","FL","Florida","TRUE","","33165","706.3","12057","Hillsborough","{""12057"": 65.3, ""12101"": 34.7}","Hillsborough|Pasco","12057|12101","FALSE","FALSE","America/New_York"
"33559","28.15788","-82.41007","Lutz","FL","Florida","TRUE","","18831","608.6","12057","Hillsborough","{""12057"": 58.49, ""12101"": 41.51}","Hillsborough|Pasco","12057|12101","FALSE","FALSE","America/New_York"
"33563","28.01694","-82.12544","Plant City","FL","Florida","TRUE","","25896","662.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33565","28.08858","-82.15595","Plant City","FL","Florida","TRUE","","18108","89.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33566","27.99241","-82.1172","Plant City","FL","Florida","TRUE","","24521","399.9","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33567","27.92159","-82.1217","Plant City","FL","Florida","TRUE","","12562","116.6","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33569","27.84429","-82.29069","Riverview","FL","Florida","TRUE","","27867","772.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33570","27.69354","-82.45861","Ruskin","FL","Florida","TRUE","","33319","307.6","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33572","27.7659","-82.39999","Apollo Beach","FL","Florida","TRUE","","26495","782.4","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33573","27.72179","-82.36","Sun City Center","FL","Florida","TRUE","","35362","812.6","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33574","28.33811","-82.257","Saint Leo","FL","Florida","TRUE","","1822","2618.6","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
"33576","28.32472","-82.31682","San Antonio","FL","Florida","TRUE","","6273","116.9","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
"33578","27.86187","-82.34775","Riverview","FL","Florida","TRUE","","60651","1149.4","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33579","27.79585","-82.28376","Riverview","FL","Florida","TRUE","","49470","884.4","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33584","28.00637","-82.28959","Seffner","FL","Florida","TRUE","","28579","575.0","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33585","28.74089","-82.03347","Sumterville","FL","Florida","TRUE","","1763","19.2","12119","Sumter","{""12119"": 100}","Sumter","12119","FALSE","FALSE","America/New_York"
"33592","28.10087","-82.28698","Thonotosassa","FL","Florida","TRUE","","12333","89.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33594","27.94081","-82.24207","Valrico","FL","Florida","TRUE","","37361","1409.9","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33596","27.88765","-82.23591","Valrico","FL","Florida","TRUE","","27757","943.1","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33597","28.52675","-82.08613","Webster","FL","Florida","TRUE","","10864","27.2","12119","Sumter","{""12119"": 55.54, ""12053"": 23.19, ""12101"": 21.27}","Sumter|Hernando|Pasco","12119|12053|12101","FALSE","FALSE","America/New_York"
"33598","27.69531","-82.29025","Wimauma","FL","Florida","TRUE","","32820","150.5","12057","Hillsborough","{""12057"": 92.51, ""12081"": 7.49}","Hillsborough|Manatee","12057|12081","FALSE","FALSE","America/New_York"
"33602","27.95371","-82.45675","Tampa","FL","Florida","TRUE","","21452","3195.8","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33603","27.98526","-82.46458","Tampa","FL","Florida","TRUE","","19869","1856.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33604","28.01686","-82.45519","Tampa","FL","Florida","TRUE","","40055","2071.0","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33605","27.95121","-82.42924","Tampa","FL","Florida","TRUE","","16030","789.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33606","27.93209","-82.46493","Tampa","FL","Florida","TRUE","","24570","2895.4","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33607","27.96677","-82.51408","Tampa","FL","Florida","TRUE","","25291","1052.5","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33609","27.94307","-82.51108","Tampa","FL","Florida","TRUE","","18535","1790.5","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33610","27.9972","-82.38015","Tampa","FL","Florida","TRUE","","46587","999.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33611","27.89059","-82.50632","Tampa","FL","Florida","TRUE","","36810","2261.9","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33612","28.05071","-82.451","Tampa","FL","Florida","TRUE","","49005","1902.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33613","28.08344","-82.44873","Tampa","FL","Florida","TRUE","","37591","1948.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33614","28.00619","-82.50598","Tampa","FL","Florida","TRUE","","47298","1875.0","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33615","28.00546","-82.58144","Tampa","FL","Florida","TRUE","","47245","2130.5","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33616","27.86712","-82.5287","Tampa","FL","Florida","TRUE","","15830","1556.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33617","28.03893","-82.39327","Tampa","FL","Florida","TRUE","","47851","2090.9","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33618","28.07313","-82.49781","Tampa","FL","Florida","TRUE","","27771","1270.5","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33619","27.93536","-82.37841","Tampa","FL","Florida","TRUE","","41396","581.8","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33621","27.8436","-82.50089","Tampa","FL","Florida","TRUE","","2393","111.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33624","28.07903","-82.52608","Tampa","FL","Florida","TRUE","","41346","1756.6","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33625","28.06807","-82.56016","Tampa","FL","Florida","TRUE","","29967","1279.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33626","28.06256","-82.61526","Tampa","FL","Florida","TRUE","","30575","962.1","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33629","27.92181","-82.51007","Tampa","FL","Florida","TRUE","","27710","2224.1","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33634","28.00769","-82.54614","Tampa","FL","Florida","TRUE","","21862","1000.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33635","28.02408","-82.61882","Tampa","FL","Florida","TRUE","","19134","1159.0","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33637","28.04715","-82.36118","Tampa","FL","Florida","TRUE","","17658","870.2","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33647","28.13401","-82.36017","Tampa","FL","Florida","TRUE","","74844","892.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33701","27.7705","-82.63566","Saint Petersburg","FL","Florida","TRUE","","18823","2726.5","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33702","27.84567","-82.63251","Saint Petersburg","FL","Florida","TRUE","","31294","1164.7","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33703","27.81756","-82.62433","Saint Petersburg","FL","Florida","TRUE","","25264","1944.4","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33704","27.79666","-82.63292","Saint Petersburg","FL","Florida","TRUE","","16232","1831.5","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33705","27.73641","-82.64265","Saint Petersburg","FL","Florida","TRUE","","27939","1932.4","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33706","27.74396","-82.75014","Saint Petersburg","FL","Florida","TRUE","","15298","1615.3","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33707","27.74913","-82.72293","Saint Petersburg","FL","Florida","TRUE","","24324","1778.4","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33708","27.81192","-82.7933","Saint Petersburg","FL","Florida","TRUE","","15060","1707.1","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33709","27.81721","-82.73075","Saint Petersburg","FL","Florida","TRUE","","25050","1889.0","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33710","27.7898","-82.73069","Saint Petersburg","FL","Florida","TRUE","","33796","1636.7","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33711","27.73884","-82.68845","Saint Petersburg","FL","Florida","TRUE","","20013","1642.9","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33712","27.73719","-82.66535","Saint Petersburg","FL","Florida","TRUE","","27142","1638.1","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33713","27.78882","-82.67753","Saint Petersburg","FL","Florida","TRUE","","31729","1874.3","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33714","27.81696","-82.67794","Saint Petersburg","FL","Florida","TRUE","","19227","2032.9","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33715","27.66323","-82.72214","Saint Petersburg","FL","Florida","TRUE","","8032","816.5","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33716","27.8774","-82.65119","Saint Petersburg","FL","Florida","TRUE","","19328","1041.9","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33744","27.8084","-82.77451","Bay Pines","FL","Florida","TRUE","","59","39.0","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33755","27.9793","-82.78007","Clearwater","FL","Florida","TRUE","","27476","1939.8","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33756","27.94421","-82.79216","Clearwater","FL","Florida","TRUE","","32201","1724.0","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33759","27.98095","-82.7145","Clearwater","FL","Florida","TRUE","","17557","1284.7","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33760","27.90535","-82.71389","Clearwater","FL","Florida","TRUE","","20501","1405.0","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33761","28.03103","-82.72511","Clearwater","FL","Florida","TRUE","","18290","1395.8","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33762","27.89685","-82.67946","Clearwater","FL","Florida","TRUE","","5063","275.6","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33763","28.00298","-82.74347","Clearwater","FL","Florida","TRUE","","21146","2434.6","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33764","27.93679","-82.7424","Clearwater","FL","Florida","TRUE","","27311","1670.1","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33765","27.97452","-82.74419","Clearwater","FL","Florida","TRUE","","13808","1276.4","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33767","27.97022","-82.82329","Clearwater Beach","FL","Florida","TRUE","","8081","1554.3","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33770","27.91477","-82.8035","Largo","FL","Florida","TRUE","","25368","1883.7","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33771","27.90585","-82.7583","Largo","FL","Florida","TRUE","","27596","1779.2","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33772","27.84286","-82.79666","Seminole","FL","Florida","TRUE","","23733","1736.4","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33773","27.88156","-82.75594","Largo","FL","Florida","TRUE","","16741","1278.3","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33774","27.88275","-82.8278","Largo","FL","Florida","TRUE","","19799","1667.0","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33776","27.84975","-82.82634","Seminole","FL","Florida","TRUE","","12556","1431.5","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33777","27.85257","-82.76026","Seminole","FL","Florida","TRUE","","18582","1304.0","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33778","27.88266","-82.79843","Largo","FL","Florida","TRUE","","16807","1724.7","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33781","27.83861","-82.71512","Pinellas Park","FL","Florida","TRUE","","28072","1649.1","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33782","27.85964","-82.70901","Pinellas Park","FL","Florida","TRUE","","22461","1610.0","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33785","27.88559","-82.84425","Indian Rocks Beach","FL","Florida","TRUE","","4907","1607.6","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33786","27.92385","-82.83635","Belleair Beach","FL","Florida","TRUE","","1582","1139.2","12103","Pinellas","{""12103"": 100}","Pinellas","12103","FALSE","FALSE","America/New_York"
"33801","28.0401","-81.8947","Lakeland","FL","Florida","TRUE","","35394","722.0","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33803","28.00887","-81.93604","Lakeland","FL","Florida","TRUE","","29321","682.3","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33805","28.09829","-81.91279","Lakeland","FL","Florida","TRUE","","28751","427.7","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33809","28.20291","-81.96597","Lakeland","FL","Florida","TRUE","","30797","180.5","12105","Polk","{""12105"": 99.83, ""12101"": 0.17}","Polk|Pasco","12105|12101","FALSE","FALSE","America/New_York"
"33810","28.13027","-82.03989","Lakeland","FL","Florida","TRUE","","55137","329.4","12105","Polk","{""12105"": 73.18, ""12057"": 26.82}","Polk|Hillsborough","12105|12057","FALSE","FALSE","America/New_York"
"33811","27.97933","-82.01866","Lakeland","FL","Florida","TRUE","","29472","422.4","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33812","27.97262","-81.89304","Lakeland","FL","Florida","TRUE","","16169","645.4","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33813","27.94789","-81.92701","Lakeland","FL","Florida","TRUE","","38674","711.2","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33815","28.04067","-81.99634","Lakeland","FL","Florida","TRUE","","13975","731.0","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33823","28.09041","-81.81267","Auburndale","FL","Florida","TRUE","","41779","462.1","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33825","27.62704","-81.44343","Avon Park","FL","Florida","TRUE","","25501","87.3","12055","Highlands","{""12055"": 65.77, ""12105"": 34.23}","Highlands|Polk","12055|12105","FALSE","FALSE","America/New_York"
"33827","27.81445","-81.51484","Babson Park","FL","Florida","TRUE","","2431","29.5","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33830","27.88234","-81.80565","Bartow","FL","Florida","TRUE","","33740","108.1","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33834","27.62778","-81.92115","Bowling Green","FL","Florida","TRUE","","6188","17.8","12049","Hardee","{""12049"": 65.8, ""12105"": 34.2}","Hardee|Polk","12049|12105","FALSE","FALSE","America/New_York"
"33835","27.78829","-81.97256","Bradley","FL","Florida","TRUE","","115","76.9","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33837","28.19012","-81.59163","Davenport","FL","Florida","TRUE","","47389","356.4","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33838","28.01851","-81.60956","Dundee","FL","Florida","TRUE","","5688","299.6","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33839","27.97481","-81.75365","Eagle Lake","FL","Florida","TRUE","","4561","562.0","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33840","28.00915","-81.90506","Eaton Park","FL","Florida","TRUE","","0","0.0","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33841","27.7381","-81.7674","Fort Meade","FL","Florida","TRUE","","8005","18.4","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33843","27.73131","-81.5108","Frostproof","FL","Florida","TRUE","","11220","34.9","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33844","28.08616","-81.58717","Haines City","FL","Florida","TRUE","","51255","203.6","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33847","27.80864","-81.82381","Homeland","FL","Florida","TRUE","","442","190.7","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33848","28.27594","-81.50824","Intercession City","FL","Florida","TRUE","","638","22.6","12097","Osceola","{""12097"": 100}","Osceola","12097","FALSE","FALSE","America/New_York"
"33849","28.21613","-82.07414","Kathleen","FL","Florida","TRUE","","851","14.6","12105","Polk","{""12105"": 98.28, ""12101"": 1.72}","Polk|Pasco","12105|12101","FALSE","FALSE","America/New_York"
"33850","28.11886","-81.73191","Lake Alfred","FL","Florida","TRUE","","9757","224.9","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33851","28.04439","-81.62677","Lake Hamilton","FL","Florida","TRUE","","1212","359.9","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33852","27.25904","-81.37844","Lake Placid","FL","Florida","TRUE","","22600","29.7","12055","Highlands","{""12055"": 100}","Highlands","12055","FALSE","FALSE","America/New_York"
"33853","27.90023","-81.58556","Lake Wales","FL","Florida","TRUE","","12674","565.0","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33854","27.85608","-81.41033","Lakeshore","FL","Florida","TRUE","","781","1917.3","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33855","27.79104","-81.35971","Indian Lake Estates","FL","Florida","TRUE","","15","2.8","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33856","27.85648","-81.42828","Nalcrest","FL","Florida","TRUE","","394","1385.2","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33857","27.35647","-81.16517","Lorida","FL","Florida","TRUE","","756","2.0","12055","Highlands","{""12055"": 100}","Highlands","12055","FALSE","FALSE","America/New_York"
"33858","28.24506","-81.55832","Loughman","FL","Florida","TRUE","","653","635.3","12105","Polk","{""12105"": 99.87, ""12097"": 0.13}","Polk|Osceola","12105|12097","FALSE","FALSE","America/New_York"
"33859","27.88428","-81.63106","Lake Wales","FL","Florida","TRUE","","11824","100.4","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33860","27.8056","-81.99511","Mulberry","FL","Florida","TRUE","","24892","97.7","12105","Polk","{""12105"": 98.69, ""12057"": 1.31}","Polk|Hillsborough","12105|12057","FALSE","FALSE","America/New_York"
"33865","27.42944","-81.96262","Ona","FL","Florida","TRUE","","488","1.1","12049","Hardee","{""12049"": 97.04, ""12027"": 2.96}","Hardee|DeSoto","12049|12027","FALSE","FALSE","America/New_York"
"33867","27.78249","-81.20136","River Ranch","FL","Florida","TRUE","","43","3.7","12105","Polk","{""12105"": 99.85, ""12097"": 0.15}","Polk|Osceola","12105|12097","FALSE","FALSE","America/New_York"
"33868","28.25882","-81.84769","Polk City","FL","Florida","TRUE","","13827","29.3","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33870","27.50571","-81.36071","Sebring","FL","Florida","TRUE","","25195","102.1","12055","Highlands","{""12055"": 100}","Highlands","12055","FALSE","FALSE","America/New_York"
"33872","27.50911","-81.53147","Sebring","FL","Florida","TRUE","","13746","233.6","12055","Highlands","{""12055"": 100}","Highlands","12055","FALSE","FALSE","America/New_York"
"33873","27.56181","-81.77855","Wauchula","FL","Florida","TRUE","","13935","43.2","12049","Hardee","{""12049"": 100}","Hardee","12049","FALSE","FALSE","America/New_York"
"33875","27.41813","-81.49198","Sebring","FL","Florida","TRUE","","11856","85.7","12055","Highlands","{""12055"": 100}","Highlands","12055","FALSE","FALSE","America/New_York"
"33876","27.4269","-81.35086","Sebring","FL","Florida","TRUE","","6816","83.9","12055","Highlands","{""12055"": 100}","Highlands","12055","FALSE","FALSE","America/New_York"
"33877","27.98766","-81.61985","Waverly","FL","Florida","TRUE","","159","29.3","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33880","27.9914","-81.77448","Winter Haven","FL","Florida","TRUE","","43371","517.0","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33881","28.05439","-81.70081","Winter Haven","FL","Florida","TRUE","","40808","719.1","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33884","27.97669","-81.67653","Winter Haven","FL","Florida","TRUE","","37561","581.6","12105","Polk","{""12105"": 100}","Polk","12105","FALSE","FALSE","America/New_York"
"33890","27.4558","-81.68354","Zolfo Springs","FL","Florida","TRUE","","5197","7.9","12049","Hardee","{""12049"": 100}","Hardee","12049","FALSE","FALSE","America/New_York"
"33896","28.24663","-81.57526","Davenport","FL","Florida","TRUE","","26731","511.0","12097","Osceola","{""12097"": 63.43, ""12105"": 36.57}","Osceola|Polk","12097|12105","FALSE","FALSE","America/New_York"
"33897","28.28088","-81.69533","Davenport","FL","Florida","TRUE","","30159","278.6","12105","Polk","{""12105"": 99.03, ""12097"": 0.97}","Polk|Osceola","12105|12097","FALSE","FALSE","America/New_York"
"33898","27.83946","-81.34943","Lake Wales","FL","Florida","TRUE","","18527","24.1","12105","Polk","{""12105"": 87.12, ""12097"": 12.88}","Polk|Osceola","12105|12097","FALSE","FALSE","America/New_York"
"33901","26.62304","-81.88228","Fort Myers","FL","Florida","TRUE","","24481","1514.2","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33903","26.68217","-81.90688","North Fort Myers","FL","Florida","TRUE","","23655","806.2","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33904","26.57601","-81.94536","Cape Coral","FL","Florida","TRUE","","33599","1333.1","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33905","26.66873","-81.76166","Fort Myers","FL","Florida","TRUE","","41381","397.8","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33907","26.56447","-81.87171","Fort Myers","FL","Florida","TRUE","","25033","1316.4","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33908","26.48857","-81.91319","Fort Myers","FL","Florida","TRUE","","37423","422.2","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33909","26.72032","-81.96443","Cape Coral","FL","Florida","TRUE","","40231","410.7","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33912","26.53288","-81.82502","Fort Myers","FL","Florida","TRUE","","19533","355.4","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33913","26.51718","-81.69712","Fort Myers","FL","Florida","TRUE","","31538","120.5","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33914","26.57052","-82.01944","Cape Coral","FL","Florida","TRUE","","45540","784.3","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33916","26.63998","-81.84104","Fort Myers","FL","Florida","TRUE","","27943","1049.4","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
"33917","26.75403","-81.84779","North Fort Myers","FL","Florida","TRUE","","33380","196.7","12071","Lee","{""12071"": 73.22, ""12015"": 26.78}","Lee|Charlotte","12071|12015","FALSE","FALSE","America/New_York"
"33919","26.55607","-81.90388","Fort Myers","FL","Florida","TRUE","","30412","1342.2","12071","Lee","{""12071"": 100}","Lee","12071","FALSE","FALSE","America/New_York"
