"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"33132","25.77719","-80.17395","Miami","FL","Florida","TRUE","","20253","5174.5","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33133","25.72983","-80.24327","Miami","FL","Florida","TRUE","","36789","3412.7","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33134","25.75338","-80.2712","Miami","FL","Florida","TRUE","","38174","2819.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33135","25.76657","-80.23495","Miami","FL","Florida","TRUE","","36143","6561.7","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33136","25.78703","-80.20444","Miami","FL","Florida","TRUE","","16545","4556.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33137","25.81538","-80.17798","Miami","FL","Florida","TRUE","","29414","5617.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33138","25.85388","-80.17846","Miami","FL","Florida","TRUE","","28980","2656.1","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33139","25.78523","-80.15085","Miami Beach","FL","Florida","TRUE","","33753","4683.7","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33140","25.81606","-80.13895","Miami Beach","FL","Florida","TRUE","","20342","2544.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33141","25.85116","-80.14147","Miami Beach","FL","Florida","TRUE","","36438","6090.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33142","25.80665","-80.25517","Miami","FL","Florida","TRUE","","58908","2085.5","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33143","25.70255","-80.29792","Miami","FL","Florida","TRUE","","33711","1677.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33144","25.76335","-80.31228","Miami","FL","Florida","TRUE","","25909","3237.5","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33145","25.75322","-80.23461","Miami","FL","Florida","TRUE","","29761","4518.7","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33146","25.72059","-80.27274","Miami","FL","Florida","TRUE","","19052","2345.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33147","25.85104","-80.23861","Miami","FL","Florida","TRUE","","50419","2698.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33149","25.72479","-80.16118","Key Biscayne","FL","Florida","TRUE","","14791","1212.8","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33150","25.85196","-80.20702","Miami","FL","Florida","TRUE","","30974","3443.8","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33154","25.88609","-80.13332","Miami Beach","FL","Florida","TRUE","","14572","2902.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33155","25.73672","-80.31117","Miami","FL","Florida","TRUE","","43983","2303.7","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33156","25.66779","-80.29728","Miami","FL","Florida","TRUE","","33628","936.1","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33157","25.60671","-80.34314","Miami","FL","Florida","TRUE","","70596","1824.1","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33158","25.63744","-80.30945","Miami","FL","Florida","TRUE","","5960","826.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33160","25.93234","-80.13583","North Miami Beach","FL","Florida","TRUE","","43718","3806.7","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33161","25.89357","-80.18285","Miami","FL","Florida","TRUE","","54814","3860.1","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33162","25.92845","-80.17844","Miami","FL","Florida","TRUE","","46606","3390.6","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33165","25.73437","-80.35862","Miami","FL","Florida","TRUE","","48817","2511.3","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33166","25.8253","-80.31049","Miami","FL","Florida","TRUE","","28265","1376.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33167","25.8848","-80.23631","Miami","FL","Florida","TRUE","","23768","2174.0","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33168","25.89318","-80.2093","Miami","FL","Florida","TRUE","","23775","2552.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33169","25.94298","-80.2147","Miami","FL","Florida","TRUE","","43702","2467.9","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33170","25.55827","-80.45313","Miami","FL","Florida","TRUE","","16652","519.5","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33172","25.78655","-80.3623","Miami","FL","Florida","TRUE","","39101","2359.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33173","25.70163","-80.35765","Miami","FL","Florida","TRUE","","31778","2241.0","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33174","25.76199","-80.36029","Miami","FL","Florida","TRUE","","35177","4435.3","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33175","25.73435","-80.40621","Miami","FL","Florida","TRUE","","48237","2357.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33176","25.65876","-80.35919","Miami","FL","Florida","TRUE","","51804","1659.1","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33177","25.59703","-80.40458","Miami","FL","Florida","TRUE","","59056","1816.2","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33178","25.83578","-80.4213","Miami","FL","Florida","TRUE","","67789","428.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33179","25.95821","-80.17981","Miami","FL","Florida","TRUE","","51591","3957.6","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33180","25.96145","-80.1415","Miami","FL","Florida","TRUE","","34147","4042.0","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33181","25.89717","-80.1531","Miami","FL","Florida","TRUE","","20848","2644.0","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33182","25.78252","-80.40182","Miami","FL","Florida","TRUE","","12512","1388.0","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33183","25.70047","-80.40578","Miami","FL","Florida","TRUE","","33527","2347.6","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33184","25.7597","-80.4066","Miami","FL","Florida","TRUE","","19859","3099.5","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33185","25.73035","-80.45448","Miami","FL","Florida","TRUE","","28555","1599.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33186","25.65565","-80.41062","Miami","FL","Florida","TRUE","","69757","2164.6","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33187","25.54889","-80.57638","Miami","FL","Florida","TRUE","","18174","62.1","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33189","25.57314","-80.33929","Miami","FL","Florida","TRUE","","26128","1982.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33190","25.55734","-80.34897","Miami","FL","Florida","TRUE","","18287","3457.6","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33193","25.70175","-80.46672","Miami","FL","Florida","TRUE","","47494","2425.1","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33194","25.7163","-80.62799","Miami","FL","Florida","TRUE","","8069","27.3","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33196","25.64505","-80.55524","Miami","FL","Florida","TRUE","","54668","404.4","12086","Miami-Dade","{""12086"": 100}","Miami-Dade","12086","FALSE","FALSE","America/New_York"
"33301","26.12128","-80.12745","Fort Lauderdale","FL","Florida","TRUE","","19503","3021.0","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33304","26.13845","-80.12166","Fort Lauderdale","FL","Florida","TRUE","","18332","2267.9","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33305","26.15375","-80.123","Fort Lauderdale","FL","Florida","TRUE","","13243","2328.0","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33306","26.16548","-80.11404","Fort Lauderdale","FL","Florida","TRUE","","2978","1347.4","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33308","26.18952","-80.10859","Fort Lauderdale","FL","Florida","TRUE","","27935","2342.2","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33309","26.18793","-80.17385","Fort Lauderdale","FL","Florida","TRUE","","37475","1489.2","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33311","26.14412","-80.17319","Fort Lauderdale","FL","Florida","TRUE","","74898","2788.4","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33312","26.08835","-80.18166","Fort Lauderdale","FL","Florida","TRUE","","52798","1839.8","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33313","26.15069","-80.22634","Fort Lauderdale","FL","Florida","TRUE","","62807","3873.4","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33314","26.06822","-80.22391","Fort Lauderdale","FL","Florida","TRUE","","31067","1370.0","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33315","26.08703","-80.15297","Fort Lauderdale","FL","Florida","TRUE","","13645","996.6","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33316","26.09913","-80.12398","Fort Lauderdale","FL","Florida","TRUE","","12437","1178.4","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33317","26.11268","-80.22607","Fort Lauderdale","FL","Florida","TRUE","","37950","1533.2","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33319","26.1826","-80.22641","Fort Lauderdale","FL","Florida","TRUE","","54450","3092.5","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33321","26.2121","-80.2697","Fort Lauderdale","FL","Florida","TRUE","","51216","2403.1","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33322","26.14997","-80.27429","Fort Lauderdale","FL","Florida","TRUE","","41128","2882.4","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33323","26.14988","-80.32222","Fort Lauderdale","FL","Florida","TRUE","","23589","1212.6","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33324","26.11205","-80.27469","Fort Lauderdale","FL","Florida","TRUE","","50151","2141.1","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33325","26.11032","-80.32261","Fort Lauderdale","FL","Florida","TRUE","","32399","1326.7","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33326","26.11033","-80.37403","Fort Lauderdale","FL","Florida","TRUE","","33880","1810.6","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33327","26.24429","-80.39267","Fort Lauderdale","FL","Florida","TRUE","","23203","60.7","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33328","26.06673","-80.27301","Fort Lauderdale","FL","Florida","TRUE","","28851","1218.2","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33330","26.06034","-80.32333","Fort Lauderdale","FL","Florida","TRUE","","13699","477.3","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33331","26.0587","-80.36989","Fort Lauderdale","FL","Florida","TRUE","","24897","816.9","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33332","26.03825","-80.44352","Fort Lauderdale","FL","Florida","TRUE","","10920","122.8","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33334","26.18316","-80.13456","Fort Lauderdale","FL","Florida","TRUE","","30935","2505.6","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33351","26.17938","-80.27463","Fort Lauderdale","FL","Florida","TRUE","","36364","2531.0","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33388","26.11715","-80.25409","Plantation","FL","Florida","TRUE","","0","0.0","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33401","26.71805","-80.0685","West Palm Beach","FL","Florida","TRUE","","33698","2563.5","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33403","26.8032","-80.07562","West Palm Beach","FL","Florida","TRUE","","14370","1677.6","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33404","26.78248","-80.06567","West Palm Beach","FL","Florida","TRUE","","30912","1635.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33405","26.66774","-80.0584","West Palm Beach","FL","Florida","TRUE","","19780","1693.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33406","26.66503","-80.09093","West Palm Beach","FL","Florida","TRUE","","26945","1197.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33407","26.75841","-80.09195","West Palm Beach","FL","Florida","TRUE","","34851","1364.7","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33408","26.84115","-80.05677","North Palm Beach","FL","Florida","TRUE","","18817","1068.1","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33409","26.7161","-80.0965","West Palm Beach","FL","Florida","TRUE","","33489","2068.2","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33410","26.84629","-80.08823","Palm Beach Gardens","FL","Florida","TRUE","","36759","1248.3","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33411","26.71517","-80.20305","West Palm Beach","FL","Florida","TRUE","","76863","851.5","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33412","26.80561","-80.21557","West Palm Beach","FL","Florida","TRUE","","15859","103.2","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33413","26.66397","-80.1553","West Palm Beach","FL","Florida","TRUE","","18668","1000.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33414","26.64829","-80.24943","Wellington","FL","Florida","TRUE","","60184","819.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33415","26.66002","-80.12742","West Palm Beach","FL","Florida","TRUE","","54581","2883.2","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33417","26.71994","-80.12495","West Palm Beach","FL","Florida","TRUE","","38079","2224.1","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33418","26.86077","-80.16641","Palm Beach Gardens","FL","Florida","TRUE","","43676","367.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33426","26.53359","-80.08295","Boynton Beach","FL","Florida","TRUE","","24255","1524.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33428","26.35054","-80.22792","Boca Raton","FL","Florida","TRUE","","47588","1594.5","12099","Palm Beach","{""12099"": 99.86, ""12011"": 0.14}","Palm Beach|Broward","12099|12011","FALSE","FALSE","America/New_York"
"33430","26.61415","-80.57952","Belle Glade","FL","Florida","TRUE","","19796","31.9","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33431","26.37996","-80.1028","Boca Raton","FL","Florida","TRUE","","24608","1140.3","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33432","26.34546","-80.0838","Boca Raton","FL","Florida","TRUE","","21834","1817.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33433","26.34706","-80.15919","Boca Raton","FL","Florida","TRUE","","47005","1920.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33434","26.38139","-80.16913","Boca Raton","FL","Florida","TRUE","","21686","1212.2","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33435","26.52565","-80.06297","Boynton Beach","FL","Florida","TRUE","","37833","2241.6","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33436","26.52423","-80.10758","Boynton Beach","FL","Florida","TRUE","","48743","1600.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33437","26.51164","-80.14917","Boynton Beach","FL","Florida","TRUE","","37229","1336.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33438","26.95443","-80.56524","Canal Point","FL","Florida","TRUE","","257","2.5","12085","Martin","{""12085"": 64.74, ""12099"": 35.26}","Martin|Palm Beach","12085|12099","FALSE","FALSE","America/New_York"
"33440","26.54065","-81.04325","Clewiston","FL","Florida","TRUE","","20855","11.1","12051","Hendry","{""12051"": 95.37, ""12099"": 4.63}","Hendry|Palm Beach","12051|12099","FALSE","FALSE","America/New_York"
"33441","26.31096","-80.09885","Deerfield Beach","FL","Florida","TRUE","","30153","2428.6","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33442","26.31012","-80.14503","Deerfield Beach","FL","Florida","TRUE","","31296","1763.3","12011","Broward","{""12011"": 100}","Broward","12011","FALSE","FALSE","America/New_York"
"33444","26.45781","-80.08002","Delray Beach","FL","Florida","TRUE","","22737","1754.7","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33445","26.4548","-80.1063","Delray Beach","FL","Florida","TRUE","","33122","1582.4","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33446","26.45444","-80.18353","Delray Beach","FL","Florida","TRUE","","28431","585.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33449","26.59272","-80.2339","Lake Worth","FL","Florida","TRUE","","8766","207.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33455","27.05748","-80.1703","Hobe Sound","FL","Florida","TRUE","","20018","136.6","12085","Martin","{""12085"": 100}","Martin","12085","FALSE","FALSE","America/New_York"
"33458","26.93477","-80.12906","Jupiter","FL","Florida","TRUE","","55512","1052.9","12099","Palm Beach","{""12099"": 80.72, ""12085"": 19.28}","Palm Beach|Martin","12099|12085","FALSE","FALSE","America/New_York"
"33460","26.61872","-80.05527","Lake Worth Beach","FL","Florida","TRUE","","37795","3084.1","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33461","26.61936","-80.09048","Lake Worth","FL","Florida","TRUE","","49443","2684.3","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33462","26.58027","-80.07337","Lake Worth","FL","Florida","TRUE","","33371","1505.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33463","26.59508","-80.12968","Lake Worth","FL","Florida","TRUE","","65478","2345.5","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33467","26.59472","-80.17567","Lake Worth","FL","Florida","TRUE","","58411","1205.1","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33469","26.98275","-80.1092","Jupiter","FL","Florida","TRUE","","14686","524.3","12085","Martin","{""12085"": 69.2, ""12099"": 30.8}","Martin|Palm Beach","12085|12099","FALSE","FALSE","America/New_York"
"33470","26.7832","-80.38063","Loxahatchee","FL","Florida","TRUE","","35610","67.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33471","26.9105","-81.19754","Moore Haven","FL","Florida","TRUE","","7086","8.3","12043","Glades","{""12043"": 100}","Glades","12043","FALSE","FALSE","America/New_York"
"33472","26.53974","-80.18903","Boynton Beach","FL","Florida","TRUE","","18885","514.4","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33473","26.50328","-80.19225","Boynton Beach","FL","Florida","TRUE","","11825","641.7","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33476","26.80109","-80.65305","Pahokee","FL","Florida","TRUE","","7413","129.0","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33477","26.91401","-80.0799","Jupiter","FL","Florida","TRUE","","12908","804.2","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33478","26.93788","-80.26298","Jupiter","FL","Florida","TRUE","","14731","88.1","12099","Palm Beach","{""12099"": 80.05, ""12085"": 19.95}","Palm Beach|Martin","12099|12085","FALSE","FALSE","America/New_York"
"33480","26.69796","-80.04075","Palm Beach","FL","Florida","TRUE","","10924","1075.1","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33483","26.46157","-80.0638","Delray Beach","FL","Florida","TRUE","","12669","1282.4","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33484","26.45432","-80.13434","Delray Beach","FL","Florida","TRUE","","26208","1680.3","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33486","26.34729","-80.11449","Boca Raton","FL","Florida","TRUE","","23232","1676.3","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33487","26.40991","-80.09169","Boca Raton","FL","Florida","TRUE","","20717","1192.8","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33493","26.47559","-80.72306","South Bay","FL","Florida","TRUE","","5158","8.2","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33496","26.40887","-80.16139","Boca Raton","FL","Florida","TRUE","","26579","972.7","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33498","26.39529","-80.21982","Boca Raton","FL","Florida","TRUE","","16853","650.2","12099","Palm Beach","{""12099"": 100}","Palm Beach","12099","FALSE","FALSE","America/New_York"
"33503","27.76375","-82.27425","Balm","FL","Florida","TRUE","","891","564.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33510","27.95564","-82.29986","Brandon","FL","Florida","TRUE","","30578","1558.0","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33511","27.9099","-82.29405","Brandon","FL","Florida","TRUE","","62138","1495.2","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33513","28.66849","-82.17143","Bushnell","FL","Florida","TRUE","","14289","64.5","12119","Sumter","{""12119"": 100}","Sumter","12119","FALSE","FALSE","America/New_York"
"33514","28.65771","-81.99886","Center Hill","FL","Florida","TRUE","","2366","21.6","12119","Sumter","{""12119"": 100}","Sumter","12119","FALSE","FALSE","America/New_York"
"33521","28.79788","-82.0752","Coleman","FL","Florida","TRUE","","634","75.6","12119","Sumter","{""12119"": 100}","Sumter","12119","FALSE","FALSE","America/New_York"
"33523","28.41787","-82.26476","Dade City","FL","Florida","TRUE","","19435","71.2","12101","Pasco","{""12101"": 92.33, ""12053"": 7.67}","Pasco|Hernando","12101|12053","FALSE","FALSE","America/New_York"
"33525","28.33503","-82.18383","Dade City","FL","Florida","TRUE","","21077","84.7","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
"33527","27.97571","-82.2138","Dover","FL","Florida","TRUE","","17364","213.3","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33530","27.90773","-82.17236","Durant","FL","Florida","TRUE","","20","116.4","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33534","27.82273","-82.37505","Gibsonton","FL","Florida","TRUE","","17740","519.7","12057","Hillsborough","{""12057"": 100}","Hillsborough","12057","FALSE","FALSE","America/New_York"
"33538","28.84679","-82.18218","Lake Panasoffkee","FL","Florida","TRUE","","6132","26.6","12119","Sumter","{""12119"": 100}","Sumter","12119","FALSE","FALSE","America/New_York"
"33540","28.21936","-82.14866","Zephyrhills","FL","Florida","TRUE","","11390","121.9","12101","Pasco","{""12101"": 91.67, ""12057"": 8.33}","Pasco|Hillsborough","12101|12057","FALSE","FALSE","America/New_York"
"33541","28.23029","-82.22073","Zephyrhills","FL","Florida","TRUE","","24654","400.5","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
"33542","28.23562","-82.17708","Zephyrhills","FL","Florida","TRUE","","23612","873.9","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
"33543","28.20279","-82.30503","Wesley Chapel","FL","Florida","TRUE","","40648","597.9","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
"33544","28.25132","-82.37039","Wesley Chapel","FL","Florida","TRUE","","29901","401.5","12101","Pasco","{""12101"": 100}","Pasco","12101","FALSE","FALSE","America/New_York"
